object,nobs,first_detection,last_detection,count,report_type,last_date,first_date,source,alerce_link
ZTF21achecps,1,2021-10-11T08:26:47.996Z,2021-10-11T08:26:47.996Z,1,TOM,2021-10-11T14:11:56.090257Z,2021-10-11T14:11:56.090257Z,,https://alerce.online/object/ZTF21achecps
ZTF21achdwqg,1,2021-10-11T08:10:58.002Z,2021-10-11T08:10:58.002Z,1,TOM,2021-10-11T14:11:26.917445Z,2021-10-11T14:11:26.917445Z,,https://alerce.online/object/ZTF21achdwqg
ZTF21achdwol,1,2021-10-11T08:08:55.003Z,2021-10-11T08:08:55.003Z,1,TOM,2021-10-11T14:11:21.949113Z,2021-10-11T14:11:21.949113Z,,https://alerce.online/object/ZTF21achdwol
ZTF21achdgjl,1,2021-10-11T07:45:04.997Z,2021-10-11T07:45:04.997Z,1,TOM,2021-10-11T14:10:44.425876Z,2021-10-11T14:10:44.425876Z,,https://alerce.online/object/ZTF21achdgjl
ZTF21achcvyy,1,2021-10-11T07:40:14.002Z,2021-10-11T07:40:14.002Z,1,TOM,2021-10-11T14:09:53.244731Z,2021-10-11T14:09:53.244731Z,,https://alerce.online/object/ZTF21achcvyy
ZTF21achcyhe,1,2021-10-11T07:39:32.996Z,2021-10-11T07:39:32.996Z,1,TOM,2021-10-11T14:09:16.518047Z,2021-10-11T14:09:16.518047Z,,https://alerce.online/object/ZTF21achcyhe
ZTF21achbrmo,1,2021-10-11T05:45:22.003Z,2021-10-11T05:45:22.003Z,1,TOM,2021-10-11T14:08:43.517848Z,2021-10-11T14:08:43.517848Z,,https://alerce.online/object/ZTF21achbrmo
ZTF21achbsta,1,2021-10-11T05:41:57.002Z,2021-10-11T05:41:57.002Z,1,TOM,2021-10-11T14:08:37.418662Z,2021-10-11T14:08:37.418662Z,,https://alerce.online/object/ZTF21achbsta
ZTF21achblwa,1,2021-10-11T05:26:47.996Z,2021-10-11T05:26:47.996Z,2,TOM,2021-10-11T14:08:22.818101Z,2021-10-11T13:04:59.883011Z,,https://alerce.online/object/ZTF21achblwa
ZTF21achblpb,1,2021-10-11T05:25:22.996Z,2021-10-11T05:25:22.996Z,1,TOM,2021-10-11T14:08:16.416547Z,2021-10-11T14:08:16.416547Z,,https://alerce.online/object/ZTF21achblpb
ZTF21achbija,1,2021-10-11T05:06:54.000Z,2021-10-11T05:06:54.000Z,1,TOM,2021-10-11T14:07:55.797778Z,2021-10-11T14:07:55.797778Z,,https://alerce.online/object/ZTF21achbija
ZTF21achbbkk,1,2021-10-11T04:27:30.001Z,2021-10-11T04:27:30.001Z,1,TOM,2021-10-11T14:07:45.142000Z,2021-10-11T14:07:45.142000Z,,https://alerce.online/object/ZTF21achbbkk
ZTF21achaxze,2,2021-10-11T03:29:09.004Z,2021-10-11T04:28:10.998Z,2,TOM,2021-10-11T14:07:28.558656Z,2021-10-11T11:34:27.630913Z,,https://alerce.online/object/ZTF21achaxze
ZTF21achaxjh,1,2021-10-11T03:20:59.004Z,2021-10-11T03:20:59.004Z,1,TOM,2021-10-11T14:07:14.810504Z,2021-10-11T14:07:14.810504Z,,https://alerce.online/object/ZTF21achaxjh
ZTF21achaxjg,1,2021-10-11T03:20:59.004Z,2021-10-11T03:20:59.004Z,1,TOM,2021-10-11T14:07:10.317715Z,2021-10-11T14:07:10.317715Z,,https://alerce.online/object/ZTF21achaxjg
ZTF21achawrf,1,2021-10-11T03:18:55.996Z,2021-10-11T03:18:55.996Z,1,TOM,2021-10-11T14:06:55.845628Z,2021-10-11T14:06:55.845628Z,,https://alerce.online/object/ZTF21achawrf
ZTF21achawte,1,2021-10-11T03:17:34.996Z,2021-10-11T03:17:34.996Z,1,TOM,2021-10-11T14:06:47.557176Z,2021-10-11T14:06:47.557176Z,,https://alerce.online/object/ZTF21achawte
ZTF21acdeofq,1,2021-10-11T03:12:05.000Z,2021-10-11T03:12:05.000Z,1,TOM,2021-10-11T14:06:32.097486Z,2021-10-11T14:06:32.097486Z,,https://alerce.online/object/ZTF21acdeofq
ZTF21achauim,1,2021-10-11T03:07:55.001Z,2021-10-11T03:07:55.001Z,1,TOM,2021-10-11T14:06:23.980842Z,2021-10-11T14:06:23.980842Z,,https://alerce.online/object/ZTF21achauim
ZTF21achaudk,1,2021-10-11T03:03:44.001Z,2021-10-11T03:03:44.001Z,1,TOM,2021-10-11T14:06:10.346630Z,2021-10-11T14:06:10.346630Z,,https://alerce.online/object/ZTF21achaudk
ZTF21achasrg,1,2021-10-11T02:55:42.001Z,2021-10-11T02:55:42.001Z,1,TOM,2021-10-11T14:06:03.071033Z,2021-10-11T14:06:03.071033Z,,https://alerce.online/object/ZTF21achasrg
ZTF21achanda,2,2021-10-10T12:23:25.996Z,2021-10-10T12:30:34.004Z,1,TOM,2021-10-10T15:23:01.975719Z,2021-10-10T15:23:01.975719Z,,https://alerce.online/object/ZTF21achanda
ZTF21acgxypn,2,2021-10-10T07:11:16.999Z,2021-10-10T08:34:19.998Z,1,TOM,2021-10-10T15:22:09.136647Z,2021-10-10T15:22:09.136647Z,,https://alerce.online/object/ZTF21acgxypn
ZTF21achaoqu,4,2021-10-10T12:39:03.997Z,2021-10-11T12:40:36.998Z,1,TOM,2021-10-10T15:22:04.397465Z,2021-10-10T15:22:04.397465Z,,https://alerce.online/object/ZTF21achaoqu
ZTF21acgxzha,2,2021-10-10T07:11:16.999Z,2021-10-10T08:34:19.998Z,1,TOM,2021-10-10T15:21:52.276146Z,2021-10-10T15:21:52.276146Z,,https://alerce.online/object/ZTF21acgxzha
ZTF21acgzhqa,2,2021-10-04T05:44:17.998Z,2021-10-10T09:27:48.997Z,1,TOM,2021-10-10T15:21:35.635982Z,2021-10-10T15:21:35.635982Z,,https://alerce.online/object/ZTF21acgzhqa
ZTF18aarcehs,1,2021-10-10T12:39:03.997Z,2021-10-11T12:54:23.000Z,1,TOM,2021-10-10T15:21:08.556163Z,2021-10-10T15:21:08.556163Z,,https://alerce.online/object/ZTF18aarcehs
ZTF21achaoxg,6,2021-10-10T12:40:28.998Z,2021-10-11T12:52:21.003Z,1,TOM,2021-10-10T15:20:22.637280Z,2021-10-10T15:20:22.637280Z,,https://alerce.online/object/ZTF21achaoxg
ZTF21achaksc,1,2021-10-10T12:20:42.000Z,2021-10-11T12:36:29.998Z,2,TOM,2021-10-10T15:20:14.095310Z,2021-10-10T13:39:51.673607Z,,https://alerce.online/object/ZTF21achaksc
ZTF21achakto,1,2021-10-10T12:20:42.000Z,2021-10-11T12:36:29.998Z,1,TOM,2021-10-10T15:20:07.703042Z,2021-10-10T15:20:07.703042Z,,https://alerce.online/object/ZTF21achakto
ZTF17aaanztg,1,2021-10-10T12:19:53.003Z,2021-10-11T12:35:39.998Z,1,TOM,2021-10-10T15:19:55.894270Z,2021-10-10T15:19:55.894270Z,,https://alerce.online/object/ZTF17aaanztg
ZTF21achafqr,1,2021-10-10T11:36:15.998Z,2021-10-10T11:36:15.998Z,1,TOM,2021-10-10T15:19:43.315656Z,2021-10-10T15:19:43.315656Z,,https://alerce.online/object/ZTF21achafqr
ZTF21acejdhl,2,2021-10-10T11:01:28.004Z,2021-10-10T11:36:15.998Z,2,TOM,2021-10-10T15:19:33.016391Z,2021-10-10T13:39:56.525707Z,,https://alerce.online/object/ZTF21acejdhl
ZTF18acsqujx,2,2021-10-10T11:01:28.004Z,2021-10-10T11:36:15.998Z,2,TOM,2021-10-10T15:19:29.635859Z,2021-10-10T13:41:20.914533Z,,https://alerce.online/object/ZTF18acsqujx
ZTF21acgzxzp,2,2021-10-10T10:43:08.996Z,2021-10-11T07:48:41.999Z,1,TOM,2021-10-10T15:19:20.935996Z,2021-10-10T15:19:20.935996Z,,https://alerce.online/object/ZTF21acgzxzp
ZTF21acgzwsc,1,2021-10-10T10:30:25.004Z,2021-10-10T10:30:25.004Z,2,TOM,2021-10-10T15:19:14.246001Z,2021-10-10T13:39:09.793938Z,,https://alerce.online/object/ZTF21acgzwsc
ZTF18abxsfse,1,2021-10-10T10:11:06.000Z,2021-10-10T10:11:06.000Z,1,TOM,2021-10-10T15:19:08.957384Z,2021-10-10T15:19:08.957384Z,,https://alerce.online/object/ZTF18abxsfse
ZTF21acgzgvm,1,2021-10-10T09:23:01.000Z,2021-10-10T09:23:01.000Z,1,TOM,2021-10-10T15:19:02.070124Z,2021-10-10T15:19:02.070124Z,,https://alerce.online/object/ZTF21acgzgvm
ZTF21acgzeom,2,2021-10-10T09:09:41.999Z,2021-10-10T10:25:39.996Z,1,TOM,2021-10-10T15:17:03.960395Z,2021-10-10T15:17:03.960395Z,,https://alerce.online/object/ZTF21acgzeom
ZTF21acgzbno,1,2021-10-10T08:40:33.004Z,2021-10-10T08:40:33.004Z,1,TOM,2021-10-10T15:16:55.378405Z,2021-10-10T15:16:55.378405Z,,https://alerce.online/object/ZTF21acgzbno
ZTF21acgyzel,2,2021-10-10T08:31:37.004Z,2021-10-10T10:11:46.997Z,1,TOM,2021-10-10T15:16:50.873088Z,2021-10-10T15:16:50.873088Z,,https://alerce.online/object/ZTF21acgyzel
ZTF21acgyywa,1,2021-10-10T08:30:55.999Z,2021-10-10T08:30:55.999Z,1,TOM,2021-10-10T15:16:44.935743Z,2021-10-10T15:16:44.935743Z,,https://alerce.online/object/ZTF21acgyywa
ZTF21acgylrk,1,2021-10-10T07:22:57.996Z,2021-10-10T07:22:57.996Z,1,TOM,2021-10-10T15:16:14.768371Z,2021-10-10T15:16:14.768371Z,,https://alerce.online/object/ZTF21acgylrk
ZTF21acgylas,3,2021-10-10T07:21:33.998Z,2021-10-10T08:09:30.004Z,1,TOM,2021-10-10T15:16:10.288538Z,2021-10-10T15:16:10.288538Z,,https://alerce.online/object/ZTF21acgylas
ZTF21acgykwp,1,2021-10-10T07:21:33.998Z,2021-10-10T07:21:33.998Z,2,TOM,2021-10-10T15:16:05.758084Z,2021-10-10T13:59:01.538588Z,,https://alerce.online/object/ZTF21acgykwp
ZTF21acgylcq,1,2021-10-10T07:20:50.997Z,2021-10-10T07:20:50.997Z,1,TOM,2021-10-10T15:16:02.564472Z,2021-10-10T15:16:02.564472Z,,https://alerce.online/object/ZTF21acgylcq
ZTF21acgycjl,2,2021-10-10T07:14:01.003Z,2021-10-10T08:04:40.996Z,2,TOM,2021-10-10T15:15:49.237787Z,2021-10-10T13:58:19.815128Z,,https://alerce.online/object/ZTF21acgycjl
ZTF21acgxwaw,1,2021-10-10T07:07:54.002Z,2021-10-10T07:07:54.002Z,1,TOM,2021-10-10T15:15:43.856214Z,2021-10-10T15:15:43.856214Z,,https://alerce.online/object/ZTF21acgxwaw
ZTF21acgwkbi,1,2021-10-10T03:58:43.997Z,2021-10-10T03:58:43.997Z,1,TOM,2021-10-10T15:12:06.589144Z,2021-10-10T15:12:06.589144Z,,https://alerce.online/object/ZTF21acgwkbi
ZTF21acgwipp,1,2021-10-10T03:36:48.997Z,2021-10-10T03:36:48.997Z,1,TOM,2021-10-10T15:11:41.594613Z,2021-10-10T15:11:41.594613Z,,https://alerce.online/object/ZTF21acgwipp
ZTF21acgwhqs,1,2021-10-10T03:21:19.999Z,2021-10-10T03:21:19.999Z,2,TOM,2021-10-10T15:11:36.277531Z,2021-10-10T13:39:30.992748Z,,https://alerce.online/object/ZTF21acgwhqs
